Faculty,FacultyId,Campus
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro Universitario Guardia Civil,207bbbaf43744f00d416c51744a24e75,Aranjuez
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Getafe
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Madrid- Puerta de Toledo
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro Universitario Guardia Civil,207bbbaf43744f00d416c51744a24e75,Aranjuez
Centro de Postgrado,6fd29b6a5cccd64011b301a83dbbdc3e,Leganés
Centro Universitario Guardia Civil,207bbbaf43744f00d416c51744a24e75,Aranjuez
Facultad de Bellas Artes,3adf5ad73e5a394a007a567116896e21,Ciudad Universitaria
Facultad de Óptica y Optometría,b7a875c9e0efff1ffe9658674541349d,Ciudad Universitaria
Facultad de Ciencias Matemáticas,5469dd8f1704e718d5fd7f3a3061d0c7,Ciudad Universitaria
Facultad de Ciencias Matemáticas,5469dd8f1704e718d5fd7f3a3061d0c7,Ciudad Universitaria
Facultad de Ciencias Matemáticas,5469dd8f1704e718d5fd7f3a3061d0c7,Ciudad Universitaria
Facultad de Medicina,fbc8c97f50ec5f97384e3943effcfc37,Ciudad Universitaria
Facultad de Psicología,1e0665df3872855bfa1113aa21aa3ed0,Somosaguas
Facultad de Ciencias de la Documentación,d0452b97befa21b68d93a6c01d0e07a7,Ciudad Universitaria
Facultad de Ciencias Físicas,8fdc1b02a4c7707e8e4b6a1dead6d885,Ciudad Universitaria
Facultad de Ciencias Geológicas,842ad0c40c37510d7a2d712a4a44a0f4,Ciudad Universitaria
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Ciencias Biológicas,10f65083679057ad745923e52f862aa6,Ciudad Universitaria
Facultad de Farmacia,bd4f8bbf9e721ea15b54f96164fff8a0,Ciudad Universitaria
Facultad de Informática,8b380e37b7be11a7d3725305d9a69ad5,Ciudad Universitaria
Facultad de Informática,8b380e37b7be11a7d3725305d9a69ad5,Ciudad Universitaria
Facultad de Informática,8b380e37b7be11a7d3725305d9a69ad5,Ciudad Universitaria
Facultad de Informática,8b380e37b7be11a7d3725305d9a69ad5,Ciudad Universitaria
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Filosofía,672a84eb4c93a3b5ec0c1a4bda416010,Ciudad Universitaria
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
"Facultad de Enfermería, Fisioterapia y Podología",5baf878c0ba5dc048aa32f192503ff35,Ciudad Universitaria
"Facultad de Enfermería, Fisioterapia y Podología",5baf878c0ba5dc048aa32f192503ff35,Ciudad Universitaria
"Facultad de Enfermería, Fisioterapia y Podología",5baf878c0ba5dc048aa32f192503ff35,Ciudad Universitaria
Facultad de Ciencias Físicas,8fdc1b02a4c7707e8e4b6a1dead6d885,Ciudad Universitaria
Facultad de Psicología,1e0665df3872855bfa1113aa21aa3ed0,Somosaguas
Colegio Universitario Cardenal Cisneros,8900f1ee79ac2f71017c92c042296125,"Campus del centro ""Centro de Enseñanza Superior Cardenal Cisneros"""
Real Centro Universitario Escorial - María Cristina,bdead005238c721bbfe3c1012379ad23,"Campus del centro ""Centro de Enseñanza Superior Real Centro Universitario Escorial-María Cristina"""
Instituto de Estudios Bursátiles,56f0f29d4104f13941cdc55849e22ba1,"Campus del centro ""Centro de Enseñanza Superior Instituto de Estudios Bursátiles"""
Instituto Superior de Derecho y Economía,713c1fe7a7d108f0d1b7a9cb36244a4c,Ciudad Universitaria
Colegio Universitario de Estudios Financieros - CUNEF,5201e2d8e584454879621e0821caecfb,"Campus del centro ""Centro Universitario de Estudios Financieros CUNEF"""
Colegio Universitario Cardenal Cisneros,8900f1ee79ac2f71017c92c042296125,"Campus del centro ""Centro de Enseñanza Superior Cardenal Cisneros"""
Facultad de Comercio y Turismo,cecf68b05b23ffaa6601987a6a2a694c,Ciudad Universitaria
Facultad de Educación,716156934887f552bd5ae03c3a997c88,Ciudad Universitaria
Facultad de Educación,716156934887f552bd5ae03c3a997c88,Ciudad Universitaria
Facultad de Educación,716156934887f552bd5ae03c3a997c88,Ciudad Universitaria
Facultad de Educación,716156934887f552bd5ae03c3a997c88,Ciudad Universitaria
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Centro Universitario Villanueva,2e315c973863f07e82adad3c6eb4a750,"Campus del centro ""Centro de Enseñanza Superior Villanueva"""
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Estudios Estadísticos,8722caa94dc22b0abb189558dc768348,Ciudad Universitaria
Facultad de Informática,8b380e37b7be11a7d3725305d9a69ad5,Ciudad Universitaria
Facultad de Ciencias Matemáticas,5469dd8f1704e718d5fd7f3a3061d0c7,Ciudad Universitaria
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Filosofía,672a84eb4c93a3b5ec0c1a4bda416010,Ciudad Universitaria
Facultad de Odontología,3559f08790752081d0c6b0e29c23cb6f,Ciudad Universitaria
Facultad de Ciencias Químicas,9bf578f58bde8e21980f2e4fc0db1fb9,Ciudad Universitaria
Facultad de Ciencias Químicas,9bf578f58bde8e21980f2e4fc0db1fb9,Ciudad Universitaria
Facultad de Estudios Estadísticos,8722caa94dc22b0abb189558dc768348,Ciudad Universitaria
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Facultad de Trabajo Social,8c358a7524b9b9eed00a08f3d1b2db8c,Somosaguas
Facultad de Comercio y Turismo,cecf68b05b23ffaa6601987a6a2a694c,Ciudad Universitaria
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Ciencias Económicas y Empresariales,e3b851410a17f7c5066b3b9866e1c810,Somosaguas
Facultad de Ciencias Económicas y Empresariales,e3b851410a17f7c5066b3b9866e1c810,Somosaguas
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Ciencias Químicas,9bf578f58bde8e21980f2e4fc0db1fb9,Ciudad Universitaria
Facultad de Ciencias de la Información,2989c9e7665553a5a8c37d5cf2e4ae6f,Ciudad Universitaria
Facultad de Ciencias de la Información,2989c9e7665553a5a8c37d5cf2e4ae6f,Ciudad Universitaria
Facultad de Ciencias de la Información,2989c9e7665553a5a8c37d5cf2e4ae6f,Ciudad Universitaria
Colegio Universitario de Estudios Financieros - CUNEF,5201e2d8e584454879621e0821caecfb,"Campus del centro ""Centro Universitario de Estudios Financieros CUNEF"""
Centro Universitario Villanueva,2e315c973863f07e82adad3c6eb4a750,"Campus del centro ""Centro de Enseñanza Superior Villanueva"""
Facultad de Veterinaria,4ad5f4b2556c79b42c55d541de0d69bb,Ciudad Universitaria
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Facultad de Medicina,fbc8c97f50ec5f97384e3943effcfc37,Ciudad Universitaria
Facultad de Bellas Artes,3adf5ad73e5a394a007a567116896e21,Ciudad Universitaria
Facultad de Bellas Artes,3adf5ad73e5a394a007a567116896e21,Ciudad Universitaria
"Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación ""Don Bosco""",0e3b74ec439cb8e2ad11872f43cf0bf5,"Campus del centro ""Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación Don Bosco"""
"Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación ""Don Bosco""",0e3b74ec439cb8e2ad11872f43cf0bf5,"Campus del centro ""Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación Don Bosco"""
"Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación ""Don Bosco""",0e3b74ec439cb8e2ad11872f43cf0bf5,"Campus del centro ""Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación Don Bosco"""
Escuela Universitaria de Magisterio - Escuni,56401577979954116d7902aa081a7565,"Campus del centro ""Escuela Universitaria de Profesorado de E.G.B. Escuni"""
Escuela Universitaria de Magisterio - Escuni,56401577979954116d7902aa081a7565,"Campus del centro ""Escuela Universitaria de Profesorado de E.G.B. Escuni"""
"Escuela Universitaria de Magisterio ""Fomento de Centros de Enseñanza""",f5d833620dc42e4694ff7f93ec5fa085,"Campus del centro ""Escuela Universitaria de Profesorado de E.G.B. Fomento de Centros de Enseñanza"""
"Escuela Universitaria de Magisterio ""Fomento de Centros de Enseñanza""",f5d833620dc42e4694ff7f93ec5fa085,"Campus del centro ""Escuela Universitaria de Profesorado de E.G.B. Fomento de Centros de Enseñanza"""
Centro Universitario Villanueva,2e315c973863f07e82adad3c6eb4a750,"Campus del centro ""Centro de Enseñanza Superior Villanueva"""
Centro Universitario Villanueva,2e315c973863f07e82adad3c6eb4a750,"Campus del centro ""Centro de Enseñanza Superior Villanueva"""
Facultad de Medicina,fbc8c97f50ec5f97384e3943effcfc37,Ciudad Universitaria
Facultad de Ciencias Geológicas,842ad0c40c37510d7a2d712a4a44a0f4,Ciudad Universitaria
Colegio Universitario Cardenal Cisneros,8900f1ee79ac2f71017c92c042296125,"Campus del centro ""Centro de Enseñanza Superior Cardenal Cisneros"""
Real Centro Universitario Escorial - María Cristina,bdead005238c721bbfe3c1012379ad23,"Campus del centro ""Centro de Enseñanza Superior Real Centro Universitario Escorial-María Cristina"""
Facultad de Veterinaria,4ad5f4b2556c79b42c55d541de0d69bb,Ciudad Universitaria
Facultad de Ciencias Físicas,8fdc1b02a4c7707e8e4b6a1dead6d885,Ciudad Universitaria
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
"Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación ""Don Bosco""",0e3b74ec439cb8e2ad11872f43cf0bf5,"Campus del centro ""Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación Don Bosco"""
Facultad de Ciencias Económicas y Empresariales,e3b851410a17f7c5066b3b9866e1c810,Somosaguas
Centro Universitario Villanueva,2e315c973863f07e82adad3c6eb4a750,"Campus del centro ""Centro de Enseñanza Superior Villanueva"""
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Educación,716156934887f552bd5ae03c3a997c88,Ciudad Universitaria
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
Facultad de Ciencias Económicas y Empresariales,e3b851410a17f7c5066b3b9866e1c810,Somosaguas
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
Colegio Universitario de Estudios Financieros - CUNEF,5201e2d8e584454879621e0821caecfb,"Campus del centro ""Centro Universitario de Estudios Financieros CUNEF"""
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Filosofía,672a84eb4c93a3b5ec0c1a4bda416010,Ciudad Universitaria
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
Facultad de Filología,8312cb0507172385aa6f9898f0f8ee2d,Ciudad Universitaria
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Facultad de Filosofía,672a84eb4c93a3b5ec0c1a4bda416010,Ciudad Universitaria
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Comercio y Turismo,cecf68b05b23ffaa6601987a6a2a694c,Ciudad Universitaria
Facultad de Medicina,fbc8c97f50ec5f97384e3943effcfc37,Ciudad Universitaria
Facultad de Farmacia,bd4f8bbf9e721ea15b54f96164fff8a0,Ciudad Universitaria
Colegio Universitario Cardenal Cisneros,8900f1ee79ac2f71017c92c042296125,"Campus del centro ""Centro de Enseñanza Superior Cardenal Cisneros"""
Facultad de Educación,716156934887f552bd5ae03c3a997c88,Ciudad Universitaria
Facultad de Educación,716156934887f552bd5ae03c3a997c88,Ciudad Universitaria
Facultad de Educación,716156934887f552bd5ae03c3a997c88,Ciudad Universitaria
Centro Universitario Villanueva,2e315c973863f07e82adad3c6eb4a750,"Campus del centro ""Centro de Enseñanza Superior Villanueva"""
Escuela Universitaria de Magisterio - Escuni,56401577979954116d7902aa081a7565,"Campus del centro ""Escuela Universitaria de Profesorado de E.G.B. Escuni"""
Facultad de Ciencias Químicas,9bf578f58bde8e21980f2e4fc0db1fb9,Ciudad Universitaria
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Ciencias Económicas y Empresariales,e3b851410a17f7c5066b3b9866e1c810,Somosaguas
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Ciencias Económicas y Empresariales,e3b851410a17f7c5066b3b9866e1c810,Somosaguas
Facultad de Ciencias Matemáticas,5469dd8f1704e718d5fd7f3a3061d0c7,Ciudad Universitaria
Facultad de Ciencias Físicas,8fdc1b02a4c7707e8e4b6a1dead6d885,Ciudad Universitaria
Facultad de Ciencias Económicas y Empresariales,e3b851410a17f7c5066b3b9866e1c810,Somosaguas
Facultad de Ciencias Matemáticas,5469dd8f1704e718d5fd7f3a3061d0c7,Ciudad Universitaria
Facultad de Informática,8b380e37b7be11a7d3725305d9a69ad5,Ciudad Universitaria
Facultad de Ciencias Económicas y Empresariales,e3b851410a17f7c5066b3b9866e1c810,Somosaguas
Facultad de Informática,8b380e37b7be11a7d3725305d9a69ad5,Ciudad Universitaria
Facultad de Ciencias Matemáticas,5469dd8f1704e718d5fd7f3a3061d0c7,Ciudad Universitaria
Facultad de Psicología,1e0665df3872855bfa1113aa21aa3ed0,Somosaguas
"Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación ""Don Bosco""",0e3b74ec439cb8e2ad11872f43cf0bf5,"Campus del centro ""Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación Don Bosco"""
"Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación ""Don Bosco""",0e3b74ec439cb8e2ad11872f43cf0bf5,"Campus del centro ""Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación Don Bosco"""
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
Facultad de Ciencias Matemáticas,5469dd8f1704e718d5fd7f3a3061d0c7,Ciudad Universitaria
Facultad de Ciencias Económicas y Empresariales,e3b851410a17f7c5066b3b9866e1c810,Somosaguas
"Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación ""Don Bosco""",0e3b74ec439cb8e2ad11872f43cf0bf5,"Campus del centro ""Centro de Enseñanza Superior en Humanidades y Ciencias de la Educación Don Bosco"""
Facultad de Ciencias Químicas,9bf578f58bde8e21980f2e4fc0db1fb9,Ciudad Universitaria
Facultad de Ciencias Políticas y Sociología,565e7def2178a50e488ff57a702a4784,Somosaguas
Facultad de Psicología,1e0665df3872855bfa1113aa21aa3ed0,Somosaguas
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Instituto Universitario Ortega y Gasset,fb43af42e874fa996e97cad6e8c9e244,"Campus del centro ""Instituto Universitario Ortega y Gasset"""
Facultad de Informática,8b380e37b7be11a7d3725305d9a69ad5,Ciudad Universitaria
Facultad de Ciencias de la Información,2989c9e7665553a5a8c37d5cf2e4ae6f,Ciudad Universitaria
Facultad de Filosofía,672a84eb4c93a3b5ec0c1a4bda416010,Ciudad Universitaria
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Facultad de Óptica y Optometría,b7a875c9e0efff1ffe9658674541349d,Ciudad Universitaria
Facultad de Bellas Artes,3adf5ad73e5a394a007a567116896e21,Ciudad Universitaria
Facultad de Bellas Artes,3adf5ad73e5a394a007a567116896e21,Ciudad Universitaria
Facultad de Filosofía,672a84eb4c93a3b5ec0c1a4bda416010,Ciudad Universitaria
Facultad de Geografía e Historia,933b1709080057b01862ecd64dedcd08,Ciudad Universitaria
Facultad de Veterinaria,4ad5f4b2556c79b42c55d541de0d69bb,Ciudad Universitaria
Facultad de Ciencias de la Información,2989c9e7665553a5a8c37d5cf2e4ae6f,Ciudad Universitaria
Facultad de Estudios Estadísticos,8722caa94dc22b0abb189558dc768348,Ciudad Universitaria
Facultad de Derecho,2711f7a42d0922c36a918515c3bfdf43,Ciudad Universitaria
Facultad de Ciencias de la Información,2989c9e7665553a5a8c37d5cf2e4ae6f,Ciudad Universitaria
Facultad de Ciencias Matemáticas,5469dd8f1704e718d5fd7f3a3061d0c7,Ciudad Universitaria
